"чей",4,5822,1.81207,3.41172,3.23803
"какая-то",3,2509,1.63853,4.21109,3.21605
"его",52,176306,5.63268,2.19174,3.20815
"разделять",3,2605,1.63495,4.15692,3.20301
"главное",7,17310,2.22337,2.64706,3.17595
"поймать",3,2931,1.62280,3.98681,3.15962
"мечта",4,6655,1.78518,3.21880,3.15402
"акция",7,18112,2.20380,2.58172,3.13107
"насколько",5,10711,1.92682,2.85414,3.12494
"долгосрочный",3,3412,1.60487,3.76758,3.09788
"законопроект",3,3586,1.59839,3.69582,3.07618
"вполне",7,19240,2.17628,2.49456,3.07021
"бить",3,4050,1.58109,3.52028,3.01986
"наводиться",2,13,1.41362,11.21858,3.01932
"дебафф",2,13,1.41362,11.21858,3.01932
"бьть",2,17,1.41344,10.83156,3.01861
"преследующие",2,26,1.41303,10.21858,3.01701
"вышеизложенный",2,136,1.40801,7.83156,2.99754
"маскировать",2,171,1.40641,7.50117,2.99140
"таков",3,4389,1.56846,3.40431,2.98006
"значимый",3,4525,1.56339,3.36028,2.96440
"мячик",2,331,1.39910,6.54833,2.96365
"вот",22,85643,3.51162,1.99241,2.94347
"абсурд",2,453,1.39353,6.09565,2.94285
"просматриваться",2,525,1.39025,5.88285,2.93072
"единственный",6,17754,1.98156,2.38813,2.92854
"их",29,116889,3.98386,1.94222,2.92689
"тренинг",3,4917,1.54878,3.24042,2.92018
"учащийся",4,9278,1.70051,2.73942,2.91752
"пр.",3,5056,1.54360,3.20020,2.90482
"какой",22,88200,3.47643,1.94996,2.90463
".",1368,5982152,26.54478,1.82464,2.90367
"выбрать",9,31791,2.31587,2.13262,2.88723
"какую-нибудь",2,803,1.37756,5.26977,2.88479
"реально",3,5264,1.53584,3.14204,2.88214
"граната",2,826,1.37651,5.22902,2.88106
"угодить",2,834,1.37614,5.21512,2.87976
"именно",17,68413,3.05190,1.94450,2.86461
"провокация",2,959,1.37044,5.01363,2.85965
"пособие",3,5481,1.52776,3.08376,2.85885
"навести",2,1054,1.36610,4.87736,2.84455
"оправдывать",2,1097,1.36414,4.81967,2.83777
"задача",10,39410,2.35771,1.97468,2.78690
"поэтому",18,77490,3.06350,1.84722,2.78528
"обнаруживать",2,1514,1.34510,4.35487,2.77359
"понимать",8,30324,2.13628,2.03085,2.77141
"упоминать",2,1529,1.34441,4.34065,2.77133
"предназначение",2,1529,1.34441,4.34065,2.77133
"видимо",3,6362,1.49492,2.86872,2.76798
"тезис",2,1552,1.34336,4.31911,2.76788
"вторая",3,6376,1.49440,2.86555,2.76658
"характер",6,20990,1.89627,2.14657,2.75822
"стрела",2,1783,1.33282,4.11893,2.73365
"выстрел",2,1912,1.32693,4.01815,2.71489
"какую-то",2,1925,1.32634,4.00838,2.71301
"превысить",2,1969,1.32433,3.97577,2.70667
"заказчик",4,12298,1.60303,2.33289,2.68598
"достигать",3,7407,1.45597,2.64931,2.66712
"организатор",3,7417,1.45560,2.64736,2.66619
"социализм",2,2415,1.30397,3.68121,2.64396
"ориентация",2,2433,1.30315,3.67050,2.64149
"осознать",2,2477,1.30114,3.64464,2.63545
"импульс",2,2484,1.30082,3.64057,2.63450
"закрыть",3,7823,1.44046,2.57048,2.62886
"уверенно",2,2632,1.29406,3.55708,2.61441
"идеология",2,2711,1.29046,3.51441,2.60380
"указываться",2,2714,1.29032,3.51282,2.60340
"некий",3,8107,1.42988,2.51903,2.60331
"принцип",6,24659,1.79957,1.91416,2.58668
"вначале",2,2840,1.28457,3.44735,2.58664
"ориентировать",2,2846,1.28429,3.44430,2.58584
"продвижение",3,8305,1.42250,2.48422,2.58576
"менее",5,19388,1.67630,1.99807,2.57699
"потому",10,47843,2.18555,1.69493,2.55103
"должный",24,126669,3.22973,1.55328,2.54515
"закрывать",2,3182,1.26895,3.28330,2.54211
"аналитик",2,3184,1.26886,3.28240,2.54185
"забывать",3,8882,1.40099,2.38732,2.53579
"вставать",2,3273,1.26480,3.24262,2.53049
"мяч",2,3311,1.26307,3.22597,2.52566
"намерение",2,3447,1.25686,3.16790,2.50852
"мой",17,90356,2.70832,1.54315,2.50071
"Во-вторых",2,3660,1.24713,3.08139,2.48208
"заложить",2,3787,1.24134,3.03218,2.46655
"уточнить",2,3789,1.24125,3.03142,2.46631
"выделяться",2,3915,1.23549,2.98423,2.45106
"наименование",2,3938,1.23444,2.97577,2.44829
"е.",4,16331,1.47284,1.92370,2.42535
"представляться",2,4168,1.22394,2.89388,2.42092
"официально",2,4240,1.22066,2.86917,2.41246
"маркетинг",2,4252,1.22011,2.86510,2.41105
"самый",30,176998,3.39098,1.39254,2.40919
"рекламный",3,10455,1.34236,2.15208,2.40778
"заходить",2,4322,1.21691,2.84154,2.40288
"это",92,565016,5.78869,1.33465,2.39517
"найти",10,54336,2.05299,1.51133,2.39253
"марка",3,10668,1.33442,2.12298,2.39128
"выяснить",2,4558,1.20614,2.76484,2.37566
"итог",5,23647,1.55334,1.71158,2.36896
"проект",12,68391,2.18953,1.44247,2.36253
"уметь",3,11135,1.31701,2.06117,2.35577
"стремление",2,4778,1.19610,2.69683,2.35074
"автоматически",2,4902,1.19044,2.65987,2.33689
"отражать",2,4919,1.18966,2.65487,2.33500
"нож",2,4955,1.18802,2.64435,2.33100
"сущность",2,4957,1.18793,2.64377,2.33078
"эффективно",2,5042,1.18405,2.61924,2.32140
"падать",2,5043,1.18400,2.61896,2.32129
"виза",2,5095,1.18163,2.60416,2.31558
"Израиль",2,5215,1.17615,2.57057,2.30249
"реформа",2,5220,1.17592,2.56919,2.30195
"объект",7,38472,1.70700,1.49486,2.30111
"предлагаться",2,5259,1.17414,2.55845,2.29772
"поход",2,5262,1.17400,2.55763,2.29739
"что",138,918076,6.70193,1.21929,2.28764
"задать",2,5372,1.16898,2.52778,2.28554
"помнить",4,18819,1.39253,1.71912,2.28527
"наиболее",6,32458,1.59402,1.51770,2.27833
"назначение",3,12292,1.27389,1.91855,2.27137
"важный",8,46387,1.76964,1.41759,2.26717
"сейчас",10,60366,1.92988,1.35950,2.25946
"определять",3,12500,1.26614,1.89434,2.25671
"кампания",2,5699,1.15405,2.44253,2.25086
"следовательно",2,5729,1.15268,2.43495,2.24772
"?",43,289574,3.70654,1.20171,2.24304
"спрашивать",2,5959,1.14218,2.37817,2.22388
"собственно",2,5997,1.14045,2.36900,2.21997
"явно",2,6065,1.13735,2.35273,2.21302
"осуществлять",3,13144,1.24213,1.82187,2.21223
"фактически",2,6105,1.13552,2.34325,2.20894
"эксперимент",2,6140,1.13392,2.33500,2.20538
"курс",5,27608,1.43898,1.48815,2.19918
"массаж",2,6224,1.13009,2.31540,2.19688
"пытаться",4,20905,1.32520,1.56746,2.17748
"когда",20,138135,2.47804,1.16523,2.16429
"еще",23,160536,2.63478,1.15005,2.16027
"мероприятие",5,28612,1.40999,1.43662,2.15914
"сообщество",2,6719,1.10749,2.20499,2.14776
"понятие",3,14171,1.20385,1.71333,2.14403
"терапия",2,6808,1.10343,2.18601,2.13911
"победа",3,14312,1.19860,1.69905,2.13491
"существо",2,6934,1.09768,2.15955,2.12694
"образ",9,60088,1.70693,1.21416,2.11333
"диета",2,7080,1.09101,2.12949,2.11297
"--",109,817620,5.38444,1.04614,2.11294
"мера",5,30056,1.36830,1.36558,2.10344
"действительно",4,22457,1.27510,1.46414,2.10220
"способный",4,22618,1.26990,1.45384,2.09461
"тест",2,7539,1.07006,2.03886,2.06991
"быть",125,979501,5.52437,0.98312,2.05226
"хоть",3,15636,1.14925,1.57140,2.05200
"воля",2,7765,1.05974,1.99625,2.04917
"введение",2,7783,1.05892,1.99291,2.04753
"концепция",2,7800,1.05814,1.98976,2.04599
"общество",5,31624,1.32303,1.29222,2.04529
"только",29,222892,2.71307,1.01102,2.04069
"появляться",3,15859,1.14094,1.55097,2.03849
"деятельность",8,55801,1.55477,1.15102,2.03713
"невозможно",2,7979,1.04997,1.95703,2.02980
"знать",11,80672,1.74632,1.07867,2.02210
"ГТЭУ",1,1,0.99994,13.91902,2.02147
"Copycat",1,1,0.99994,13.91902,2.02147
"www.labup.ru...✂",1,1,0.99994,13.91902,2.02147
"выиискивая",1,1,0.99994,13.91902,2.02147
"Стэплдона",1,1,0.99994,13.91902,2.02147
"опреации",1,1,0.99994,13.91902,2.02147
"криптопати",1,1,0.99994,13.91902,2.02147
"мини-тренинге",1,1,0.99994,13.91902,2.02147
"инграциация",1,1,0.99994,13.91902,2.02147
"поражавшим",1,1,0.99994,13.91902,2.02147
"имитировавшую",1,1,0.99994,13.91902,2.02147
"Анташева",1,1,0.99994,13.91902,2.02147
"Эзотерик",1,1,0.99994,13.91902,2.02147
"Подкрепляем",1,1,0.99994,13.91902,2.02147
"http://www.antidi.org.ua/...✂",1,1,0.99994,13.91902,2.02147
"EV2610K830",1,1,0.99994,13.91902,2.02147
"Старовойте",1,1,0.99994,13.91902,2.02147
"http://8142.ru/...✂",1,1,0.99994,13.91902,2.02147
"заводчицы",1,1,0.99994,13.91902,2.02147
"Blackenergy",1,1,0.99994,13.91902,2.02147
"рассказ-заключение",1,1,0.99994,13.91902,2.02147
"Эсмархом",1,1,0.99994,13.91902,2.02147
"66457",1,1,0.99994,13.91902,2.02147
"вакциномания",1,1,0.99994,13.91902,2.02147
"Витулкасу",1,1,0.99994,13.91902,2.02147
"примерность",1,1,0.99994,13.91902,2.02147
"илшь",1,1,0.99994,13.91902,2.02147
"подшучивания",1,1,0.99994,13.91902,2.02147
"наводчик-оператор",1,1,0.99994,13.91902,2.02147
"ДонСнаб",1,1,0.99994,13.91902,2.02147
"навестись",1,1,0.99994,13.91902,2.02147
"дирет-мэйл",1,1,0.99994,13.91902,2.02147
"обреcти",1,1,0.99994,13.91902,2.02147
"целящийся",1,1,0.99994,13.91902,2.02147
"аудиторство",1,2,0.99987,12.91902,2.02129
"Чэню",1,2,0.99987,12.91902,2.02129
"впечатается",1,2,0.99987,12.91902,2.02129
"No1а",1,2,0.99987,12.91902,2.02129
"фосок",1,2,0.99987,12.91902,2.02129
"Интегрирующая",1,2,0.99987,12.91902,2.02129
"подструктуры",1,2,0.99987,12.91902,2.02129
"Helga",1,2,0.99987,12.91902,2.02129
"отодвигаешь",1,2,0.99987,12.91902,2.02129
"фотосайт",1,2,0.99987,12.91902,2.02129
"Паранирвана",1,2,0.99987,12.91902,2.02129
"кибератакой",1,2,0.99987,12.91902,2.02129
"микротик",1,2,0.99987,12.91902,2.02129
"к5",1,2,0.99987,12.91902,2.02129
"быстее",1,2,0.99987,12.91902,2.02129
"баскетболисток",1,2,0.99987,12.91902,2.02129
"достиг-таки",1,2,0.99987,12.91902,2.02129
"зачеркиваю",1,2,0.99987,12.91902,2.02129
"Bomann",1,3,0.99981,12.33406,2.02111
"Вио",1,3,0.99981,12.33406,2.02111
"директ-мэйл",1,3,0.99981,12.33406,2.02111
"пикировал",1,3,0.99981,12.33406,2.02111
"Сказанным",1,3,0.99981,12.33406,2.02111
"наводился",1,3,0.99981,12.33406,2.02111
"летаргию",1,3,0.99981,12.33406,2.02111
"приводившемся",1,3,0.99981,12.33406,2.02111
"наводились",1,3,0.99981,12.33406,2.02111
"Наметив",1,3,0.99981,12.33406,2.02111
"уловленную",1,3,0.99981,12.33406,2.02111
"греющая",1,4,0.99974,11.91902,2.02093
"Политтехнологии",1,4,0.99974,11.91902,2.02093
"перерастающая",1,4,0.99974,11.91902,2.02093
"Кучерявенко",1,4,0.99974,11.91902,2.02093
"противоракета",1,4,0.99974,11.91902,2.02093
"скрывающими",1,4,0.99974,11.91902,2.02093
"попадающему",1,4,0.99974,11.91902,2.02093
"Цзюнь",1,5,0.99968,11.59709,2.02075
"атакуйте",1,5,0.99968,11.59709,2.02075
"агрогородках",1,5,0.99968,11.59709,2.02075
"приследует",1,5,0.99968,11.59709,2.02075
"двуручник",1,5,0.99968,11.59709,2.02075
"сплотился",1,6,0.99961,11.33406,2.02057
"Озвученная",1,6,0.99961,11.33406,2.02057
"преследуемую",1,6,0.99961,11.33406,2.02057
"перечитай",1,6,0.99961,11.33406,2.02057
"преследующим",1,6,0.99961,11.33406,2.02057
"пикирует",1,7,0.99955,11.11167,2.02040
"Internet.org",1,7,0.99955,11.11167,2.02040
"Воспламенение",1,7,0.99955,11.11167,2.02040
"Galactic",1,7,0.99955,11.11167,2.02040
"дробина",1,7,0.99955,11.11167,2.02040
"гольба",1,8,0.99948,10.91902,2.02022
"СФТИ",1,8,0.99948,10.91902,2.02022
"липолитиков",1,8,0.99948,10.91902,2.02022
"недостижимую",1,8,0.99948,10.91902,2.02022
"компания-заказчик",1,9,0.99942,10.74910,2.02004
"краниосакральной",1,9,0.99942,10.74910,2.02004
"тейк-профит",1,9,0.99942,10.74910,2.02004
"метнули",1,9,0.99942,10.74910,2.02004
"спекулятивно",1,9,0.99942,10.74910,2.02004
"пистолета-пулемета",1,9,0.99942,10.74910,2.02004
"12.10.2011",1,9,0.99942,10.74910,2.02004
"вумбилдинг",1,9,0.99942,10.74910,2.02004
"хотелку",1,9,0.99942,10.74910,2.02004
"Арапу",1,10,0.99935,10.59709,2.01986
"материализовывать",1,10,0.99935,10.59709,2.01986
"наведёт",1,11,0.99929,10.45959,2.01968
"каталонцы",1,11,0.99929,10.45959,2.01968
"преследующий",1,12,0.99923,10.33406,2.01950
"состовлять",1,12,0.99923,10.33406,2.01950
"розыгрышу",1,12,0.99923,10.33406,2.01950
"подсистемах",1,12,0.99923,10.33406,2.01950
"GSU",1,13,0.99916,10.21858,2.01932
"косачев",1,14,0.99910,10.11167,2.01915
"формулируйте",1,14,0.99910,10.11167,2.01915
"Capri",1,14,0.99910,10.11167,2.01915
"услада",1,15,0.99903,10.01213,2.01897
"лохотроны",1,15,0.99903,10.01213,2.01897
"идентифицирована",1,16,0.99897,9.91902,2.01879
"преследующая",1,16,0.99897,9.91902,2.01879
"кобзарь",1,16,0.99897,9.91902,2.01879
"goal",1,17,0.99890,9.83156,2.01861
"спрингс",1,17,0.99890,9.83156,2.01861
"лоскутной",1,19,0.99877,9.67109,2.01825
"проецирует",1,20,0.99871,9.59709,2.01808
"преступному",1,20,0.99871,9.59709,2.01808
"сплотила",1,21,0.99864,9.52670,2.01790
"Pininfarina",1,22,0.99858,9.45959,2.01772
"волчанки",1,24,0.99845,9.33406,2.01736
"биткойн",1,25,0.99839,9.27517,2.01718
"Емелин",1,26,0.99832,9.21858,2.01701
"бьющий",1,27,0.99826,9.16413,2.01683
"метрика",1,27,0.99826,9.16413,2.01683
"штыка",1,27,0.99826,9.16413,2.01683
"материализовать",1,29,0.99813,9.06104,2.01647
"интернет-радио",1,29,0.99813,9.06104,2.01647
"15см",1,30,0.99806,9.01213,2.01629
"сваха",1,30,0.99806,9.01213,2.01629
"совершится",1,30,0.99806,9.01213,2.01629
"москит",1,31,0.99800,8.96483,2.01612
"межличностном",1,31,0.99800,8.96483,2.01612
"гий",1,34,0.99780,8.83156,2.01558
"Стрельце",1,35,0.99774,8.78974,2.01540
"глазная",1,35,0.99774,8.78974,2.01540
"Target",1,35,0.99774,8.78974,2.01540
"зажигательную",1,36,0.99768,8.74910,2.01523
"скак",1,37,0.99761,8.70957,2.01505
"преследуете",1,38,0.99755,8.67109,2.01487
"CFMOTO",1,38,0.99755,8.67109,2.01487
"малоэффективно",1,39,0.99748,8.63362,2.01469
"ЗУР",1,40,0.99742,8.59709,2.01451
"подкрепляют",1,41,0.99735,8.56147,2.01434
"реализовав",1,43,0.99722,8.49276,2.01398
"прагматично",1,43,0.99722,8.49276,2.01398
"тепловизор",1,44,0.99716,8.45959,2.01380
"Clio",1,45,0.99709,8.42717,2.01362
"обозначал",1,45,0.99709,8.42717,2.01362
"Рыбах",1,47,0.99697,8.36443,2.01327
"554",1,48,0.99690,8.33406,2.01309
"Флора",1,48,0.99690,8.33406,2.01309
"Козероге",1,49,0.99684,8.30431,2.01291
"променять",1,50,0.99677,8.27517,2.01274
"Ashley",1,50,0.99677,8.27517,2.01274
"заявках",1,51,0.99671,8.24660,2.01256
"Фостер",1,52,0.99664,8.21858,2.01238
"супервизия",1,52,0.99664,8.21858,2.01238
"эмиссар",1,55,0.99645,8.13766,2.01185
"обосновалась",1,55,0.99645,8.13766,2.01185
"пилингов",1,58,0.99626,8.06104,2.01132
"Титова",1,59,0.99619,8.03638,2.01114
"самопрезентация",1,64,0.99587,7.91902,2.01025
"кораблестроение",1,65,0.99580,7.89665,2.01007
"комбо",1,66,0.99574,7.87463,2.00990
"перекупщик",1,67,0.99567,7.85293,2.00972
"ТБЧ",1,68,0.99561,7.83156,2.00954
"МПГУ",1,72,0.99535,7.74910,2.00883
"сталкивать",1,73,0.99529,7.72920,2.00866
"пикетов",1,79,0.99490,7.61524,2.00759
"Вячеславу",1,80,0.99484,7.59709,2.00742
"эволюционно",1,81,0.99477,7.57917,2.00724
"ВГУ",1,86,0.99445,7.49276,2.00635
"очередь",4,24575,1.20673,1.33412,2.00543
"обеззараживание",1,93,0.99400,7.37986,2.00512
"Oreal",1,94,0.99393,7.36443,2.00494
"эргономики",1,97,0.99374,7.31911,2.00441
"окрашивании",1,97,0.99374,7.31911,2.00441
"емко",1,99,0.99361,7.28967,2.00406
"махинаций",1,101,0.99348,7.26081,2.00370
"джонсон",1,101,0.99348,7.26081,2.00370
"Шурртха",1,103,0.99335,7.23252,2.00335
"прозрачно",1,104,0.99329,7.21858,2.00317
"затерять",1,107,0.99309,7.17755,2.00264
"овна",1,110,0.99290,7.13766,2.00211
"выжидать",1,112,0.99277,7.11167,2.00176
"триз",1,116,0.99251,7.06104,2.00106
"утвердительно",1,119,0.99232,7.02420,2.00053
"траста",1,121,0.99219,7.00016,2.00018
"снисхождение",1,122,0.99212,6.98828,2.00000
"обстреливать",1,123,0.99206,6.97651,1.99982
"хоз",1,129,0.99167,6.90779,1.99877
"заведение",2,8328,1.03404,1.89527,1.99877
"чертик",1,130,0.99161,6.89665,1.99859
"первоочередный",1,153,0.99012,6.66163,1.99455
"подменить",1,161,0.98961,6.58810,1.99315
"ЗРК",1,163,0.98948,6.57029,1.99280
"енот",1,170,0.98902,6.50963,1.99157
"ронять",1,174,0.98877,6.47608,1.99087
"Геннадьевна",1,175,0.98870,6.46781,1.99070
"Луценко",1,177,0.98857,6.45142,1.99035
"мушка",1,179,0.98844,6.43521,1.99000
"РЛС",1,179,0.98844,6.43521,1.99000
"кредите",1,180,0.98838,6.42717,1.98982
"ERP",1,182,0.98825,6.41123,1.98947
"сборище",1,184,0.98812,6.39546,1.98912
"ухищрение",1,190,0.98773,6.34917,1.98807
"точить",1,193,0.98754,6.32656,1.98755
"нирвана",1,196,0.98735,6.30431,1.98703
"соотнести",1,198,0.98722,6.28967,1.98668
"неосознанно",1,207,0.98664,6.22553,1.98511
"Рогозин",1,209,0.98651,6.21166,1.98476
"устанавливать",2,8497,1.02632,1.86628,1.98398
"гм",1,218,0.98593,6.15084,1.98319
"наводка",1,219,0.98586,6.14423,1.98302
"чавес",1,220,0.98580,6.13766,1.98284
"чуять",1,222,0.98567,6.12461,1.98250
"декларировать",1,226,0.98541,6.09884,1.98180
"контекстную",1,251,0.98380,5.94748,1.97746
"ог",1,254,0.98360,5.93034,1.97694
"обоснованно",1,264,0.98296,5.87463,1.97521
"пятигорск",1,266,0.98283,5.86374,1.97486
"530",1,276,0.98218,5.81050,1.97313
"исключительно",2,8625,1.02048,1.84471,1.97287
"четырнадцать",1,283,0.98173,5.77436,1.97192
"Торонто",1,286,0.98154,5.75915,1.97140
"продумывать",1,287,0.98147,5.75411,1.97123
"прерываться",1,288,0.98141,5.74910,1.97106
"переписывать",1,292,0.98115,5.72920,1.97037
"реклама",3,17016,1.09781,1.44938,1.97037
"Analytics",1,296,0.98089,5.70957,1.96968
"безошибочно",1,301,0.98057,5.68540,1.96882
"провозглашать",1,302,0.98050,5.68062,1.96864
"столь",2,8676,1.01815,1.83621,1.96847
"гг",1,304,0.98037,5.67109,1.96830
"ПРО",1,322,0.97921,5.58810,1.96520
"затрудняться",1,327,0.97889,5.56587,1.96434
"Дина",1,327,0.97889,5.56587,1.96434
"приближать",1,329,0.97876,5.55708,1.96400
"ооо",1,330,0.97870,5.55270,1.96383
"конкретный",3,17140,1.09319,1.43890,1.96325
"человечность",1,346,0.97766,5.48439,1.96108
"взирать",1,348,0.97753,5.47608,1.96074
"обосновывать",1,348,0.97753,5.47608,1.96074
"ливень",1,354,0.97715,5.45142,1.95971
"артрита",1,355,0.97708,5.44735,1.95954
"устой",1,362,0.97663,5.41918,1.95834
"виднеться",1,372,0.97598,5.37986,1.95663
"чувак",1,376,0.97573,5.36443,1.95595
"впустую",1,382,0.97534,5.34159,1.95492
"пятилетка",1,386,0.97508,5.32656,1.95424
"заранее",2,8844,1.01048,1.80854,1.95407
"мастер-классов",1,387,0.97502,5.32283,1.95407
"устремиться",1,388,0.97495,5.31911,1.95390
"касание",1,398,0.97431,5.28240,1.95219
"лендинг",1,408,0.97366,5.24660,1.95049
"неважный",1,409,0.97360,5.24306,1.95032
"кровоток",1,410,0.97353,5.23954,1.95015
"водолей",1,425,0.97256,5.18770,1.94760
"помниться",1,425,0.97256,5.18770,1.94760
"уловка",1,427,0.97243,5.18093,1.94726
"Запорожье",1,431,0.97218,5.16748,1.94658
"типология",1,438,0.97172,5.14423,1.94540
"практичность",1,438,0.97172,5.14423,1.94540
"находить",2,8951,1.00560,1.79119,1.94497
"саморазвитие",1,441,0.97153,5.13439,1.94489
"необходимо",7,51562,1.38759,1.07236,1.94356
"тора",1,452,0.97082,5.09884,1.94302
"сопоставить",1,463,0.97011,5.06415,1.94116
"значить",2,9010,1.00291,1.78171,1.93998
"сегодня",7,51829,1.38107,1.06490,1.93711
"отцовство",1,487,0.96856,4.99124,1.93711
"тельце",1,488,0.96850,4.98828,1.93694
"чушь",1,509,0.96714,4.92750,1.93341
"неверно",1,514,0.96682,4.91340,1.93257
"-",72,610737,3.83858,0.86875,1.93080
"правоотношение",1,526,0.96604,4.88010,1.93055
"надлежать",1,531,0.96572,4.86645,1.92971
"5,5",1,540,0.96514,4.84221,1.92820
"страх",2,9151,0.99647,1.75931,1.92812
"коль",1,543,0.96494,4.83421,1.92770
"всегда",8,60852,1.43948,1.02600,1.92732
"какую-либо",1,549,0.96456,4.81836,1.92670
"снайпер",1,552,0.96436,4.81050,1.92619
"стрелок",1,552,0.96436,4.81050,1.92619
"Мурманск",1,554,0.96423,4.80528,1.92586
"наименее",1,558,0.96398,4.79490,1.92519
"поле",3,17832,1.06740,1.38180,1.92419
"вылетать",1,577,0.96275,4.74659,1.92202
"мы",41,347676,2.89771,0.86919,1.91706
"идентифицировать",1,630,0.95933,4.61981,1.91320
"последнее",1,634,0.95907,4.61068,1.91254
"тема",5,35634,1.20725,1.11998,1.90645
"Все-таки",1,674,0.95649,4.52242,1.90592
"графа",1,677,0.95629,4.51601,1.90543
"розница",1,684,0.95584,4.50117,1.90427
"маршал",1,686,0.95571,4.49696,1.90394
"усовершенствовать",1,697,0.95500,4.47401,1.90213
"распознать",1,709,0.95423,4.44938,1.90016
"карта",4,27048,1.12690,1.19579,1.90008
"провозгласить",1,710,0.95416,4.44735,1.89999
"воплощать",1,726,0.95313,4.41520,1.89737
"по-русски",1,736,0.95248,4.39546,1.89573
"email",1,739,0.95229,4.38959,1.89524
"являть",1,740,0.95223,4.38764,1.89507
"кейс",1,746,0.95184,4.37599,1.89409
"составитель",1,763,0.95074,4.34348,1.89131
"ботанический",1,769,0.95035,4.33218,1.89033
"упражнение",2,9618,0.97515,1.68750,1.88952
"полочка",1,774,0.95003,4.32283,1.88952
"зомби",1,783,0.94945,4.30615,1.88805
"конструирование",1,786,0.94926,4.30064,1.88756
"югра",1,791,0.94893,4.29149,1.88675
"реальный",3,18568,1.03996,1.32345,1.88376
"брать",3,18583,1.03940,1.32229,1.88295
"статья",6,45237,1.25722,1.03877,1.88293
"лексика",1,824,0.94680,4.23252,1.88138
"самолет",2,9761,0.96862,1.66621,1.87790
"внедрять",1,847,0.94532,4.19280,1.87766
"биологически",1,849,0.94519,4.18940,1.87733
"совершенно",3,18740,1.03355,1.31015,1.87448
"учительница",1,870,0.94383,4.15415,1.87394
"Егор",1,884,0.94293,4.13112,1.87168
"прицел",1,897,0.94209,4.11006,1.86959
"более-менее",1,908,0.94138,4.09247,1.86782
"подразумеваться",1,910,0.94125,4.08930,1.86750
"абитуриент",1,915,0.94093,4.08139,1.86670
"первая",2,9904,0.96209,1.64523,1.86638
